Borough,Block,Lot,BIN, Building,Agency,2010 Rating *,2010 Source EUI (kBtu/sq.ft.),2010 GHG Emissions Intensity (kgCO2e/ft²)*,2014 Score *,2014 Source EUI (kBtu/ft²)*,2014 GHG Emissions Intensity (kgCO2e/ft²)*
Brooklyn,7916.0,1.0,3221964.0,K855 (Leased),DOE,88,86.7,2.9,89,84.9,3.1
Brooklyn,7998.0,5.0,3224139.0,K515,DOE,95,96.2,5.3,94,96.5,5.3
Brooklyn,8018.0,1.0,3224947.0,K068,DOE,87,78.3,3.1,88,77.3,4
Brooklyn,8034.0,1.0,3225637.0,"K276 within (K276, K923)",DOE,53,128.6,5.4,70,109.5,5.1
Brooklyn,8034.0,1.0,3225637.0,"K923 within (K276, K923)",DOE,53,128.6,5.4,70,109.5,5.1
Brooklyn,8129.0,60.0,3325418.0,K066,DOE,39,177,5.5,65,138.9,4.9
Brooklyn,8158.0,40.0,3229156.0,K260,DOE,67,92.1,4.4,52,107,6.1
Brooklyn,8160.0,22.0,3229159.0,K114,DOE,49,116.9,3.9,73,110,4
Brooklyn,8182.0,52.0,3229624.0,K818,DOE,25,204.3,9.4,64,130.2,7.9
Brooklyn,8188.0,1.0,3229773.0,K242,DOE,62,110.9,4.1,55,103.5,4.6
Brooklyn,8215.0,12.0,3396940.0,K366,DOE,8,295.7,8.7,26,228.9,6.4
Brooklyn,8222.0,1.0,3230949.0,"K500 within (K500, K501)",DOE,90,94.2,4.3,89,106.8,5.5
Brooklyn,8227.0,1.0,3326732.0,K211,DOE,83,88.5,4.8,88,92,4.9
Brooklyn,8230.0,1.0,3326733.0,K279,DOE,67,117.3,5.2,79,104.6,4.6
Brooklyn,8256.0,1.0,3232559.0,K115,DOE,41,150.6,5.4,78,103.8,4.1
Brooklyn,8329.0,250.0,3235262.0,"K272 within (K272, K922)",DOE,73,111.5,5.3,84,96.5,5.3
Brooklyn,8388.0,2.0,3236496.0,K078,DOE,70,85.8,3.9,84,74.6,4
Brooklyn,8393.0,1.0,3236665.0,K312,DOE,77,118.4,5,86,98.7,5.1
Brooklyn,8464.0,1.0,3326821.0,"K236 within (K236, K975)",DOE,89,93.3,3.4,84,101.7,4
Brooklyn,8484.0,1.0,3239388.0,K207,DOE,89,93.7,3.5,86,100,4.1
Brooklyn,8496.0,100.0,3239889.0,K278,DOE,88,97.9,4.5,88,96.9,4.8
Brooklyn,8590.0,650.0,3242369.0,K277,DOE,75,104.9,5.4,68,130.7,7.4
Brooklyn,8666.0,610.0,3244470.0,"K253 within (K253, K964)",DOE,34,149.9,7.6,32,147.4,7.5
Brooklyn,8712.0,56.0,3245498.0,K225,DOE,50,148.4,5.6,59,140.3,6.2
Brooklyn,8752.0,35.0,3246519.0,K195,DOE,36,162.1,6.8,83,100.2,4.4
Brooklyn,8767.0,26.0,3246958.0,K043,DOE,19,118.8,5.9,40,96.7,4.4
Queens,6.0,8.0,4538588.0,Q404,DOE,Not Available,Not Available,Not Available,5,233,7.8
Queens,18.0,1.0,4000019.0,Q768,DOE,45,197.2,5.3,29,216.2,6
Queens,21.0,30.0,4542629.0,Q312,DOE,Not Available,Not Available,Not Available,11,209.2,7
Queens,84.0,11.0,4441059.0,Q980,DOE,92,166.9,4.3,94,158,4.2
Queens,100.0,1.0,4000744.0,Q667,DOE,17,196.4,5.4,8,227.5,6.4
Queens,158.0,25.0,4436667.0,Q797,DOE,69,70.6,3.8,59,103.8,5.9
Queens,169.0,6.0,4540402.0,Q313,DOE,Not Available,Not Available,Not Available,Not Available,Not Available,2
Queens,185.0,1.0,4002387.0,Q150,DOE,36,182.4,7,56,151.9,5.8
Queens,206.0,3.0,4002915.0,"Q199 within (Q199, Q938)",DOE,54,112.4,5.6,67,138.4,7.7
Queens,226.0,1.0,4436685.0,Q610,DOE,85,97.6,4.9,90,103.2,5.2
Queens,228.0,20.0,4003259.0,Q600,DOE,39,160.4,5,44,161.1,5.5
Queens,249.0,1.0,4003442.0,Q520,DOE,7,176,4.6,2,310.7,9.9
Queens,274.0,1.0,4003517.0,Q735,DOE,60,109.9,3,85,103.7,2.8
Queens,282.0,1.0,4003540.0,Q891,DOE,71,127.1,3.6,41,149.4,4.7
Queens,343.0,1.0,4004156.0,Q204,DOE,78,87.9,3.2,96,73.4,3
Queens,344.0,1.0,4004170.0,Q112,DOE,1,493.1,24,68,108.8,4.7
Queens,354.0,1.0,4004331.0,Q076,DOE,93,79.9,2.6,98,69.2,2.6
Queens,363.0,1.0,4004419.0,Q111,DOE,56,113.2,6,72,97.1,3.9
Queens,404.0,1.0,4004874.0,Q450,DOE,83,129.7,6.2,65,150.6,8.1
Queens,417.0,2.0,4005022.0,Q800,DOE,93,159,4.8,93,144.1,4.5
Queens,417.0,16.0,4005026.0,Q451,DOE,96,115.7,4.2,42,123.9,4.5
Queens,423.0,5.0,4005057.0,Q894 (closed),DOE,100,6.9,0.2,Not Available,Not Available,0
Queens,438.0,26.0,4005184.0,Q725 (Leased),DOE,18,171.4,5.1,39,158.5,5.1
Queens,489.0,1.0,4005429.0,Q801,DOE,79,108.6,4.4,83,100.3,4.3
Queens,529.0,2.0,4467709.0,"Q452 within (Q452, Q453)",DOE,24,223.8,6.7,14,221.4,6.9
Queens,537.0,14.0,4006046.0,Q171,DOE,82,53.4,2.6,92,81.1,4.3
Queens,542.0,8.0,4440035.0,Q739,DOE,Not Available,Not Available,1.1,98,101.3,2.7
Queens,553.0,1.0,4006382.0,Q126,DOE,43,114.6,5.8,91,88.1,5.1
Queens,592.0,15.0,4007619.0,Q234,DOE,45,145.2,4.6,74,122.8,3.9
Queens,594.0,1.0,4007663.0,Q017,DOE,91,83.2,3.8,92,81.1,4.1
Queens,610.0,1.0,4008220.0,Q166,DOE,11,157.5,5.7,60,130.4,4.9
Queens,634.0,36.0,4009499.0,Q798,DOE,7,269.1,8.7,20,204.6,6.5
Queens,696.0,14.0,4442503.0,"Q070 within (Q070, Q970)",DOE,30,153.6,6.3,85,101.9,4.2
Queens,714.0,1.0,4012664.0,Q010,DOE,73,101.8,3.7,83,89.5,2.9
Queens,738.0,2.0,4013655.0,"Q445 within (Q445, Q446, Q949)",DOE,74,99.3,5.2,89,106.1,5.7
Queens,752.0,1.0,4014094.0,"Q151 within (Q151, Q925)",DOE,44,135.8,6.1,56,122.9,5.4
Queens,752.0,1.0,4014094.0,"Q925 within (Q151, Q925)",DOE,44,135.8,6.1,56,122.9,5.4
Queens,794.0,17.0,4015334.0,Q084,DOE,85,93.9,3.3,91,84.6,3.3
Queens,810.0,1.0,4016102.0,Q141,DOE,93,83.6,3.4,93,82.5,3.5
Queens,842.0,31.0,4017485.0,"Q085 within (Q085, Q981)",DOE,59,112.4,4.1,79,112.8,4.5
Queens,880.0,1.0,4019633.0,Q122,DOE,74,100,3.9,71,95.7,4
Queens,971.0,1.0,4021375.0,Q002,DOE,85,96.1,3.3,70,117,4.7
Queens,1109.0,16.0,4024487.0,Q127,DOE,57,116.3,4.6,54,120.5,5
Queens,1184.0,14.0,4027102.0,Q152,DOE,60,127.6,5.6,53,137.1,6.7
Queens,1239.0,1.0,4028447.0,"Q011 within (Q011, Q810, Q932)",DOE,14,176.2,7.7,59,147.4,7.1
Queens,1239.0,1.0,4028447.0,"Q810 within (Q011, Q810, Q932)",DOE,14,176.2,7.7,59,147.4,7.1
Queens,1247.0,41.0,4028697.0,Q297,DOE,Not Available,Not Available,Not Available,Not Available,Not Available,2.8
Queens,1252.0,1.0,4442764.0,Q145,DOE,65,92.8,4,43,114.4,5.3
Queens,1260.0,1.0,4028931.0,Q230,DOE,22,175.6,5.6,35,183.2,6.1
Queens,1281.0,38.0,4029691.0,Q885,DOE,42,160.1,4.7,37,154.1,4.6
Queens,1288.0,1.0,4029892.0,"Q069 within (Q069, Q869)",DOE,58,141.4,4.6,35,172.5,5.9
Queens,1349.0,28.0,4031853.0,Q012,DOE,48,125.4,5.2,25,156.5,6.8
Queens,1377.0,16.0,4437125.0,Q329,DOE,Not Available,Not Available,Not Available,67,138.5,5.1
Queens,1419.0,1.0,4034841.0,Q148,DOE,81,98.2,3.8,79,100.6,4.1
Queens,1423.0,1.0,4034891.0,Q227,DOE,66,84.2,3.5,83,97.1,3.5
Queens,1423.0,57.0,4034892.0,Q228,DOE,66,130,3.8,77,120.8,4
Queens,1441.0,15.0,4035441.0,Q149,DOE,81,115.3,4.1,82,112.4,4.2
Queens,1443.0,19.0,4437128.0,Q212,DOE,53,149.9,4.7,51,151.9,5
Queens,1454.0,18.0,4035799.0,Q280,DOE,Not Available,Not Available,0,86,117,5.6
Queens,1460.0,34.0,4035854.0,Q222,DOE,63,136.3,4.3,69,128,4.6
Queens,1514.0,1.0,4037370.0,Q089,DOE,21,203.8,7.1,61,100,3.7
Queens,1538.0,75.0,4467710.0,Q007,DOE,40,157.3,5,30,166.5,5.8
Queens,1571.0,36.0,4039316.0,Q322,DOE,61,130.8,4.5,56,127.2,4.6
Queens,1600.0,61.0,4437166.0,Q744,DOE,21,210.6,5.7,7,236.9,7.3
Queens,1607.0,1.0,4437176.0,"Q019 within (Q019, Q914, Q819)",DOE,74,124.3,4.4,95,82.4,3
Queens,1607.0,1.0,4437176.0,"Q819 within (Q019, Q914, Q819)",DOE,74,124.3,4.4,95,82.4,3
Queens,1608.0,58.0,4040271.0,Q260,DOE,6,254.3,7.4,4,257,7.7
Queens,1714.0,18.0,4042496.0,"Q292 within (Q292, Q997)",DOE,39,163,4.9,65,146,4.8
Queens,1725.0,1.0,4540018.0,Q287,DOE,Not Available,Not Available,Not Available,24,199.1,6.3
Queens,1756.0,25.0,4043827.0,"Q143 within (Q143, Q937)",DOE,89,106,4,82,121.8,4.8
Queens,1756.0,25.0,4043827.0,Q843,DOE,28,169.3,4.4,12,203.8,5.4
Queens,1761.0,35.0,4043936.0,Q908,DOE,Not Available,Not Available,Not Available,66,137.4,5.5
Queens,1849.0,1.0,4045629.0,Q455,DOE,90,94.2,3.7,92,97,4.2
Queens,1873.0,50.0,4462647.0,Q722,DOE,44,155.4,4.7,49,135.7,4.6
Queens,1891.0,32.0,4046834.0,Q061,DOE,54,122.3,4.9,82,102,4.5
Queens,1901.0,40.0,4437297.0,Q013,DOE,95,76.1,2.6,24,152.6,5.1
Queens,1954.0,37.0,4437311.0,Q014,DOE,44,105.2,3.7,48,110.6,4.4
Queens,1963.0,5.0,4048306.0,Q456,DOE,68,158.4,4.9,88,117,3.4
Queens,1985.0,1.0,4048820.0,Q721,DOE,38,122,4,93,97.6,3.4
Queens,2003.0,23.0,4529578.0,Q028,DOE,35,174.9,5.8,59,149.7,5.1
Queens,2083.0,123.0,4050414.0,"Q206 within (Q206, Q956)",DOE,66,116.2,5.6,71,132.3,6.6
Queens,2126.0,14.0,4442846.0,Q157,DOE,86,103.8,5.1,90,95.8,3.7
Queens,2128.0,14.0,4051200.0,Q175,DOE,9,115.8,5.9,74,99,5.3
Queens,2143.0,1.0,4051290.0,Q220,DOE,27,132.1,6,83,99.3,4.8
Queens,2189.0,2.0,4052143.0,"Q440 within (Q440, Q441)",DOE,78,126.3,6.7,76,123.6,6.8
Queens,2218.0,21.0,4052265.0,Q003,DOE,54,172.2,6.3,52,175.4,6.8
Queens,2248.0,100.0,4052713.0,Q196,DOE,74,131.1,6.1,43,146.2,6.4
Queens,2284.0,6.0,4052874.0,"Q125 within (Q125, Q825, Q947)",DOE,40,114.5,4.1,45,110.3,4.1
Queens,2284.0,6.0,4052874.0,"Q825 within (Q125, Q825, Q947)",DOE,40,114.5,4.1,45,110.3,4.1
Queens,2423.0,1.0,4440274.0,Q229,DOE,43,135.2,5.2,39,149.3,6.1
Queens,2450.0,17.0,4454423.0,Q005,DOE,9,205.8,6.4,31,195.1,6.6
Queens,2451.0,21.0,4056455.0,Q877,DOE,53,188.8,6.1,71,183.4,6.2
Queens,2503.0,31.0,4058611.0,"Q073 within (Q073, Q873)",DOE,23,107.3,4.8,59,94.9,4.8
Queens,2503.0,31.0,4058611.0,"Q873 within (Q073, Q873)",DOE,23,107.3,4.8,59,94.9,4.8
Queens,2631.0,106.0,4059130.0,Q009,DOE,96,90.6,3.2,97,84.1,3.2
Queens,2732.0,18.0,4060987.0,Q153,DOE,74,115,4,72,117.5,4.7
Queens,2802.0,94.0,4062861.0,Q058,DOE,66,126.1,4,66,124.4,4.2
Queens,2803.0,1.0,4062864.0,Q585,DOE,Not Available,Not Available,Not Available,16,193.9,5.9
Queens,2864.0,36.0,4064938.0,Q269,DOE,84,46.5,2.4,63,100.8,3.9
Queens,2879.0,31.0,4437597.0,Q102,DOE,4,228.8,7.1,28,156.7,5
Queens,2990.0,45.0,4069253.0,Q049,DOE,15,220,7.2,20,232.1,7.8
Queens,3025.0,38.0,4070411.0,Q878,DOE,100,26.4,1.3,100,44.9,2.3
Queens,3027.0,37.0,4070445.0,Q247,DOE,1,412,12.7,9,273.8,8.2
Queens,3095.0,50.0,4072457.0,Q139,DOE,65,118.5,4.3,74,108.1,4.4
Queens,3134.0,24.0,4073904.0,"Q174 within (Q174, Q935)",DOE,54,77,3.6,85,88.6,4.6
Queens,3172.0,2.0,4075214.0,Q190,DOE,73,72.5,3.1,66,82.5,4.4
Queens,3212.0,1.0,4076870.0,Q144,DOE,55,117.2,4.9,70,101.5,5
Queens,3270.0,1.0,4078312.0,Q101,DOE,79,128.4,5,76,133.7,5.8
Queens,3354.0,39.0,4437660.0,Q866,DOE,47,153,4.7,24,195.2,6.7
Queens,3360.0,1.0,4080168.0,Q099,DOE,16,166.5,8.2,9,196.4,10.9
Queens,3363.0,1.0,4080227.0,"Q485 within (Q485, Q487)",DOE,85,93.2,3.6,91,107.1,4.7
Queens,3365.0,27.0,4080234.0,Q290,DOE,Not Available,Not Available,Not Available,Not Available,Not Available,2.6
Queens,3428.0,15.0,4081817.0,Q245,DOE,7,354,10.5,2,351,10.1
Queens,3434.0,1.0,4081987.0,Q848,DOE,92,48.8,1.8,92,71.4,3.2
Queens,3437.0,1.0,4082076.0,"Q081 within (Q081, Q917)",DOE,90,89.8,3.4,89,92.1,3.7
Queens,3490.0,1.0,4083511.0,Q093,DOE,96,98.9,3.8,93,113.4,5.3
Queens,3492.0,7.0,4083519.0,Q071,DOE,90,83.8,3.5,86,91.7,3.9
Queens,3534.0,12.0,4085173.0,Q088,DOE,12,258.1,8.6,45,125.3,4.6
Queens,3549.0,44.0,4085584.0,Q075,DOE,91,95.8,4.2,80,116.2,5.7
Queens,3560.0,4.0,4085866.0,Q876,DOE,6,216,7.4,38,172.4,6.1
Queens,3561.0,1.0,4435561.0,Q239,DOE,48,142,4.4,52,135.5,4.4
Queens,3563.0,23.0,4085922.0,Q849,DOE,6,116.5,3.7,49,119.9,4.4
Queens,3579.0,1.0,4437837.0,Q068,DOE,55,147.4,5,49,155.5,5.2
Queens,3683.0,1.0,4089566.0,Q091,DOE,71,111.2,4.8,72,108.5,4.9
Queens,3782.0,27.0,4091737.0,Q087,DOE,91,93.9,3.3,48,149.5,5.2
Queens,3812.0,20.0,4092660.0,Q119,DOE,92,95.6,3.8,92,95.8,3.8
Queens,3846.0,40.0,4094055.0,Q113,DOE,5,208.6,6.5,47,195.4,6.3
Queens,3886.0,800.0,4447233.0,Q686,DOE,Not Available,Not Available,2,8,257.8,8.1
Queens,3976.0,1.0,4096774.0,"Q129 within (Q129, Q924)",DOE,68,111,4,76,100,3.8
Queens,4229.0,14.0,4099925.0,"Q029 within (Q029, Q952)",DOE,64,123.2,5.5,37,135.8,5.6
Queens,4229.0,14.0,4099925.0,"Q952 within (Q029, Q952)",DOE,64,123.2,5.5,37,135.8,5.6
Queens,4370.0,50.0,4100749.0,Q859,DOE,78,171.9,4.7,78,169.5,4.7
Queens,4371.0,173.0,4462993.0,Q242,DOE,56,166.7,5.1,65,152,5.3
Queens,4413.0,20.0,4100846.0,Q214,DOE,27,113.4,5.7,52,125.7,7.1
Queens,4538.0,1.0,4103056.0,"Q193 within (Q193, Q967)",DOE,71,76.8,3.9,79,96.7,5.3
Queens,4647.0,1.0,4105232.0,"Q079 within (Q079, Q766)",DOE,58,102.3,4.8,62,102.5,4.8
Queens,4729.0,1.0,4107342.0,Q194,DOE,65,81.4,3.7,80,76.1,4.1
Queens,4802.0,1.0,4108664.0,Q185,DOE,49,77.8,3.7,73,95.8,4.8
Queens,4803.0,1.0,4108665.0,Q021,DOE,53,105,4.4,36,122.3,5
Queens,4956.0,55.0,4112106.0,Q023,DOE,92,141.1,4.8,86,151,5.5
Queens,5002.0,1.0,4113172.0,Q460,DOE,78,114.4,5.4,82,119.4,6.3
Queens,5047.0,1.0,4114657.0,Q020,DOE,73,126.1,4.3,47,140.2,5.4
Queens,5051.0,27.0,4114763.0,Q189,DOE,84,105.3,4.8,81,100.1,4.9
Queens,5137.0,43.0,4541682.0,Q244,DOE,3,319.4,9,1,388,11.7
Queens,5147.0,1.0,4116436.0,Q237,DOE,31,75,3.5,77,102.6,5.2
Queens,5201.0,21.0,4117403.0,"Q024 within (Q024, Q936)",DOE,75,129.2,5,68,137.5,6.1
Queens,5256.0,1.0,4118954.0,"Q032 within (Q032, Q922)",DOE,70,101.4,5.4,77,94.1,5.1
Queens,5261.0,1.0,4119139.0,Q025,DOE,46,146.5,6.7,35,146.5,7.3
Queens,5328.0,1.0,4438184.0,"Q022 within (Q022, Q959)",DOE,86,101.5,4.4,86,101.3,4.9
Queens,5446.0,18.0,4123454.0,Q107,DOE,65,111.7,5.2,60,118,6
Queens,5674.0,2.0,4128231.0,"Q177 within (Q177, Q979)",DOE,14,191.4,7.9,22,207.2,9.5
Queens,5674.0,2.0,4128231.0,"Q979 within (Q177, Q979)",DOE,14,191.4,7.9,22,207.2,9.5
Queens,5734.0,1.0,4128717.0,Q209,DOE,92,77.2,3.4,88,88,4.4
Queens,5756.0,1.0,4129072.0,Q184,DOE,61,102.3,4.7,89,100.4,5.5
Queens,5865.0,50.0,4131147.0,Q169,DOE,13,114.5,5.6,48,112.3,5.9
Queens,6038.0,13.0,4134525.0,Q159,DOE,50,94.6,4,73,99.3,4.4
Queens,6044.0,1.0,4134578.0,"Q405 within (Q405, Q761)",DOE,100,71.2,3.2,100,81.6,3.9
Queens,6121.0,1.0,4135975.0,"Q041 within (Q041, Q728)",DOE,54,123.3,5.1,62,115.5,5.2
Queens,6185.0,1.0,4438249.0,Q809,DOE,29,152.2,6.4,43,165.4,7
Queens,6203.0,1.0,4137034.0,Q130,DOE,41,126.9,5.5,40,128.3,5.7
Queens,6373.0,1.0,4139491.0,Q120,DOE,43,121.1,4.4,34,132.2,4.8
Queens,6507.0,1.0,4448708.0,Q219,DOE,38,121.1,5.4,39,125.3,6.1
Queens,6507.0,1.0,4439900.0,"Q425 within (Q425, Q426, Q951)",DOE,87,112.3,4.8,62,139,6
Queens,6507.0,1.0,4439900.0,"Q426 within (Q425, Q426, Q951)",DOE,87,112.3,4.8,62,139,6
Queens,6507.0,150.0,4467571.0,Q499,DOE,27,160.6,5,44,158,5
Queens,6507.0,200.0,4538714.0,Q515,DOE,100,29,1.6,58,145.2,4.8
Queens,6606.0,2.0,4142980.0,Q164,DOE,35,94.9,4.6,81,102,5.6
Queens,6629.0,35.0,4438284.0,Q792,DOE,88,91.9,4,93,94.1,4.6
Queens,6697.0,12.0,4144881.0,Q165,DOE,71,121.8,5.8,59,140.8,7.2
Queens,6726.0,70.0,4146042.0,"Q163 within (Q163, Q968)",DOE,94,58.2,2.8,74,108.3,4.4
Queens,6789.0,1.0,4146990.0,Q200,DOE,39,127.6,6.8,59,137.9,7.8
Queens,6792.0,100.0,4146992.0,Q201,DOE,57,79.6,4.1,81,82.4,4.3
Queens,6809.0,56.0,4147452.0,Q707,DOE,8,145.6,5.2,57,143.7,5.2
Queens,6826.0,1.0,4147847.0,Q168,DOE,73,131.4,6.6,96,78,2.6
Queens,6834.0,1.0,4148003.0,Q154,DOE,71,105.4,3.9,58,119.7,4.7
Queens,6858.0,1.0,4442432.0,Q695,DOE,Not Available,Not Available,2,3,271.6,8.5
Queens,6882.0,1.0,4148763.0,"Q430 within (Q430, Q966)",DOE,82,98,4.2,88,107.7,5.2
Queens,6903.0,1.0,4149078.0,Q216,DOE,96,74.9,3.5,95,80.3,4.2
Queens,6927.0,22.0,4149690.0,"Q173 within (Q173, Q723)",DOE,42,97,4.6,45,122.7,7
Queens,6927.0,22.0,4149690.0,"Q723 within (Q173, Q723)",DOE,42,97,4.6,45,122.7,7
Queens,7117.0,421.0,4153296.0,Q026,DOE,70,93.5,4.8,44,108,6.1
Queens,7128.0,10.0,4153407.0,Q179,DOE,94,46.6,2.1,99,50.4,2.4
Queens,7277.0,1.0,4156558.0,Q178,DOE,3,168,7.7,90,106.3,4.2
Queens,7312.0,1.0,4438325.0,Q158,DOE,58,68.7,3.4,83,79.3,4.3
Queens,7316.0,18.0,4156949.0,Q031,DOE,2,161.5,7.8,37,134.5,7.2
Queens,7410.0,1.0,4159363.0,Q162,DOE,24,71.6,3.4,72,65.9,3.1
Queens,7482.0,317.0,4161005.0,Q203,DOE,82,89.7,4.5,90,96.3,5.1
Queens,7529.0,1.0,4161735.0,"Q415 within (Q415, Q416, Q943)",DOE,86,107.2,5.2,76,120.2,6.3
Queens,7619.0,1.0,4162449.0,Q046,DOE,81,121.6,6.3,88,108.4,5.4
Queens,7677.0,1.0,4163698.0,Q213,DOE,35,82.8,4,89,78.5,4.1
Queens,7723.0,1.0,4163953.0,Q074,DOE,86,108.6,4.9,87,105.7,5.3
Queens,7753.0,1.0,4164007.0,Q205,DOE,23,82,4.7,83,83.5,5
Queens,7774.0,165.0,4164350.0,Q188,DOE,32,103.1,4,82,93.7,3.8
Queens,7870.0,70.0,4529898.0,Q208,DOE,1,304.5,9.2,13,240.7,8.1
Queens,7870.0,72.0,4529899.0,Q566,DOE,46,142.1,4.4,64,127.5,4.2
Queens,7870.0,74.0,4529900.0,Q266,DOE,26,123.3,3.6,12,251.1,7.7
Queens,7930.0,2.0,4166101.0,Q435,DOE,95,71,3.5,100,64.4,3.4
Queens,7955.0,2.0,4166561.0,Q018,DOE,95,75.5,3.8,89,88.9,4.7
Queens,8082.0,285.0,4168629.0,Q098,DOE,89,107.6,4.1,76,129.9,5.8
Queens,8135.0,29.0,4169468.0,Q094,DOE,63,121.6,5,53,133.9,5.5
Queens,8221.0,12.0,4170797.0,Q067,DOE,92,71.6,3.4,90,75.3,3.8
Queens,8276.0,620.0,4171759.0,Q221,DOE,81,70.5,3.3,65,86.2,4.7
Queens,8361.0,1.0,4173060.0,Q811,DOE,22,153.1,7.6,37,158.3,8
Queens,8401.0,375.0,4173640.0,Q186,DOE,24,122,6,48,148.8,8.5
Queens,8616.0,1.0,4175739.0,Q133,DOE,74,78.7,3.4,75,78.7,3.3
Queens,8717.0,1.0,4178127.0,Q115,DOE,86,87.6,4.7,82,93.3,5
Queens,8731.0,4.0,4178464.0,Q172,DOE,35,82.6,3.6,79,93.6,4.7
Queens,8801.0,14.0,4180083.0,Q191,DOE,95,80.9,5.3,89,96.1,6.4
Queens,8855.0,20.0,4181565.0,Q097,DOE,90,97.5,3.5,85,108.5,4.2
Queens,8929.0,58.0,4184144.0,"Q060 within (Q060, Q860)",DOE,94,96.9,3.2,96,86.2,3.5
Queens,8929.0,58.0,4184144.0,"Q860 within (Q060, Q860)",DOE,94,96.9,3.2,96,86.2,3.5
Queens,8975.0,1.0,4518705.0,Q262,DOE,52,277.5,7.8,1,329,9.5
Queens,9053.0,14.0,4188214.0,Q064,DOE,81,122.4,5.9,80,123.7,6.5
Queens,9064.0,31.0,4541381.0,Q316,DOE,Not Available,Not Available,Not Available,Not Available,Not Available,1.7
Queens,9067.0,1.0,4188567.0,Q210,DOE,61,91.8,4,61,107,4.9
Queens,9121.0,11.0,4438525.0,Q884,DOE,58,143.3,4.2,48,155,4.8
Queens,9155.0,25.0,4190727.0,Q063,DOE,63,127.4,4.8,71,116.7,4.6
Queens,9172.0,1.0,4467457.0,Q137,DOE,41,145.8,4.5,36,150,5.2
Queens,9177.0,23.0,4191296.0,Q254,DOE,20,181.9,6,30,163,5.8
Queens,9183.0,1.0,4191497.0,"Q066 within (Q066, Q989)",DOE,86,111.8,3.9,90,102.3,3.9
Queens,9204.0,28.0,4192167.0,Q090,DOE,74,79.4,2.8,72,99.6,4.1
Queens,9226.0,57.0,4192689.0,"Q056 within (Q056, Q995)",DOE,82,120.8,4.3,71,138.4,6.2
Queens,9280.0,1.0,4193916.0,"Q054 within (Q054, Q864)",DOE,82,102.8,3.7,80,106.3,4.7
Queens,9280.0,1.0,4193916.0,"Q864 within (Q054, Q864)",DOE,82,102.8,3.7,80,106.3,4.7
Queens,9288.0,101.0,4864381.0,Q273,DOE,Not Available,Not Available,Not Available,21,219.7,6.4
Queens,9321.0,1.0,4195688.0,"Q475 within (Q475, Q944)",DOE,61,151.5,8.2,70,139,7.2
Queens,9321.0,1.0,4195688.0,"Q944 within (Q475, Q944)",DOE,61,151.5,8.2,70,139,7.2
Queens,9327.0,26.0,4449704.0,Q051,DOE,60,163.9,5.2,89,111.5,4.4
Queens,9381.0,44.0,4438609.0,Q650,DOE,22,209.2,6.1,31,192.1,5.6
Queens,9410.0,1.0,4197909.0,Q062,DOE,77,103.9,3.6,77,104.5,4.2
Queens,9435.0,16.0,4441342.0,Q636,DOE,Not Available,Not Available,Not Available,40,137.9,4.9
Queens,9477.0,1.0,4200233.0,"Q055 within (Q055, Q865, Q953)",DOE,75,121.6,4.5,32,181.1,7.4
Queens,9477.0,1.0,4200233.0,"Q865 within (Q055, Q865, Q953)",DOE,75,121.6,4.5,32,181.1,7.4
Queens,9491.0,1.0,4200748.0,Q161,DOE,51,139.9,4.1,47,154.1,5.1
Queens,9540.0,2.0,4202849.0,"Q480 within (Q480, Q481, Q726)",DOE,91,99.3,4.6,89,117.7,6.2
Queens,9677.0,7.0,4206784.0,Q732,DOE,72,152.2,4.3,74,159.8,4.9
Queens,9677.0,16.0,4206785.0,Q733,DOE,12,210.9,6.1,10,205.8,6.1
Queens,9679.0,67.0,4448758.0,Q882,DOE,72,71.9,1.9,44,96,4.8
Queens,9679.0,67.0,4448758.0,Q883,DOE,96,42.4,1.4,87,88.1,5
Queens,9684.0,8.0,4206905.0,Q082,DOE,51,142.5,5.4,57,134,5.1
Queens,9707.0,48.0,4207510.0,Q680,DOE,80,86.8,2.5,73,88.8,2.7
Queens,9723.0,150.0,4208040.0,Q117,DOE,62,113.8,4.4,61,102.9,4.6
Queens,9724.0,173.0,4208124.0,"Q217 within (Q217, Q994)",DOE,86,102.4,4.8,96,108.3,5.3
Queens,9724.0,173.0,4208124.0,"Q994 within (Q217, Q994)",DOE,86,102.4,4.8,96,108.3,5.3
Queens,9763.0,23.0,4865310.0,Q277,DOE,Not Available,Not Available,Not Available,30,180.7,6
Queens,9768.0,22.0,4209031.0,"Q595 within (Q595, Q969)",DOE,25,116.7,4.5,77,111.4,3.9
Queens,9774.0,1.0,4438678.0,"Q086 within (Q505, Q086, Q506)",DOE,98,78.1,3.7,98,92.8,4.5
Queens,9774.0,1.0,4448767.0,"Q505 within (Q505, Q086, Q506)",DOE,98,78.1,3.7,98,92.8,4.5
Queens,9858.0,100.0,4448806.0,Q470,DOE,78,113,6.3,94,106.8,4.2
Queens,9867.0,2.0,4211027.0,Q620,DOE,95,78.2,3.7,94,89.1,4.4
Queens,9875.0,1.0,4211112.0,"Q131 within (Q131, Q911)",DOE,Not Available,Not Available,Not Available,31,137.7,5.8
Queens,9914.0,1.0,4446042.0,"Q095 within (Q095, Q910)",DOE,86,108.2,4.1,91,98.1,4
Queens,9919.0,6.0,4212425.0,Q238,DOE,24,79.3,3.2,66,89.7,4.2
