Borough,Block,Lot,BIN, Building,Agency,2010 Rating *,2010 Source EUI (kBtu/sq.ft.),2010 GHG Emissions Intensity (kgCO2e/ft²)*,2014 Score *,2014 Source EUI (kBtu/ft²)*,2014 GHG Emissions Intensity (kgCO2e/ft²)*
Brooklyn,1819.0,14.0,3051458.0,K305,DOE,90,98.7,3.5,96,83,3.5
Brooklyn,1821.0,1.0,3051540.0,K044,DOE,23,109.2,6,58,100.1,5.3
Brooklyn,1823.0,38.0,3051641.0,K458,DOE,89,104.2,3.6,84,113.7,4.3
Brooklyn,1844.0,1.0,3053020.0,K743,DOE,89,117.2,5.4,95,94.7,4.3
Brooklyn,1845.0,1.0,3053075.0,K258,DOE,91,85.5,3.8,85,96,4.8
Brooklyn,1868.0,7.0,3053993.0,K093,DOE,62,122.2,6.8,67,102.2,6
Brooklyn,1868.0,28.0,3323075.0,K853,DOE,92,186.1,4.8,93,178.8,4.7
Brooklyn,1888.0,34.0,3054323.0,K914,DOE,9,226,7.3,17,180.7,5.8
Brooklyn,1897.0,13.0,3054671.0,K157,DOE,74,79.5,3.4,72,82,4.1
Brooklyn,1923.0,1.0,3331567.0,K270,DOE,73,107.6,5.5,71,109.4,6.3
Brooklyn,1926.0,10.0,3055165.0,K117,DOE,89,91.8,4.6,89,90,4.6
Brooklyn,1962.0,10.0,3332865.0,K011,DOE,86,82.5,3.5,82,100.3,4.9
Brooklyn,1983.0,10.0,3056874.0,K056,DOE,97,72.2,1.9,84,100.3,3.8
Brooklyn,1998.0,1.0,3057406.0,K003,DOE,52,101.2,5.3,60,114.6,6.5
Brooklyn,2008.0,1.0,3057521.0,K085,DOE,39,137.1,5.7,75,128.1,5.9
Brooklyn,2028.0,1.0,3057942.0,K265,DOE,85,81.4,3.7,88,88.3,4.8
Brooklyn,2039.0,2.0,3332507.0,K067,DOE,45,132.9,5.6,47,129.5,5.6
Brooklyn,2045.0,11.0,3058088.0,K046,DOE,81,86.1,3.9,69,97,4.7
Brooklyn,2091.0,3.0,3058531.0,K020,DOE,94,99.4,5.3,84,122.9,7.1
Brooklyn,2098.0,13.0,3058752.0,K430,DOE,92,142,8.2,93,134.9,7.7
Brooklyn,2103.0,4.0,3059051.0,K113,DOE,90,82.1,3.6,83,93.6,5
Brooklyn,2177.0,1.0,3059906.0,K016,DOE,84,89.1,3.4,84,88.9,3.7
Brooklyn,2207.0,2.0,3060407.0,K778,DOE,95,80.6,2.1,98,79.5,2.1
Brooklyn,2227.0,1.0,3061064.0,K071,DOE,84,105.9,4.9,77,105.3,5.1
Brooklyn,2236.0,9.0,3061235.0,K380,DOE,66,125.5,5.3,67,103.6,4.9
Brooklyn,2246.0,1.0,3061328.0,K318,DOE,72,110,5.1,68,113.6,5.6
Brooklyn,2268.0,1.0,3335470.0,K837,DOE,76,125.8,4.2,72,129.8,4.6
Brooklyn,2330.0,11.0,3062135.0,K650,DOE,90,113.4,5,64,118.9,5.5
Brooklyn,2345.0,1.0,3062337.0,K017,DOE,79,105.7,4.3,77,108.7,4.4
Brooklyn,2391.0,1.0,3062766.0,K084,DOE,68,97.8,4.1,90,91.7,4.2
Brooklyn,2419.0,1.0,3063128.0,K050,DOE,79,99.9,5.1,79,116.4,6.6
Brooklyn,2423.0,1.0,3063188.0,K019,DOE,85,86,4.1,89,82.9,4.3
Brooklyn,2424.0,1.0,3063189.0,K319,DOE,51,223.4,5.8,50,225.2,5.9
Brooklyn,2595.0,1.0,3065299.0,K031,DOE,78,89.8,3.5,81,86.2,3.7
Brooklyn,2622.0,28.0,3065733.0,K034,DOE,84,125.4,6.1,90,112.8,5.5
Brooklyn,2670.0,1.0,3066698.0,K610,DOE,71,132.3,5,71,125.2,5
Brooklyn,2688.0,42.0,3067144.0,K110,DOE,92,74.3,2.8,88,80.4,3.3
Brooklyn,2712.0,1.0,3067788.0,K126,DOE,6,101.2,4.6,95,76.2,3.7
Brooklyn,2759.0,1.0,3068728.0,K132,DOE,94,80.7,3.9,100,52,2.7
Brooklyn,2787.0,1.0,3069559.0,K018,DOE,93,114.8,3.4,83,139.5,5.4
Brooklyn,3016.0,1.0,3325733.0,K450,DOE,96,98.3,4.2,94,99.4,4.7
Brooklyn,3025.0,1.0,3070825.0,K049,DOE,45,94.8,4,89,92.4,3.6
Brooklyn,3046.0,1.0,3071024.0,K196,DOE,80,89.6,3.6,82,93.2,4.7
Brooklyn,3060.0,1.0,3071199.0,K250,DOE,86,93.2,4.3,78,104.4,5.8
Brooklyn,3091.0,1.0,3071418.0,K147,DOE,88,67.8,2.5,86,69.5,3.1
Brooklyn,3114.0,11.0,3071571.0,K257,DOE,87,86.1,3.9,89,81.3,4.1
Brooklyn,3137.0,26.0,3071806.0,K120,DOE,58,123.2,5.3,71,108,4
Brooklyn,3153.0,11.0,3071915.0,K145,DOE,96,63.5,2.6,88,81.6,3.6
Brooklyn,3157.0,37.0,3071962.0,K799,DOE,89,84.6,4.4,88,99.5,5.8
Brooklyn,3185.0,1.0,3072497.0,K111,DOE,96,57.3,1.5,81,82.6,4.5
Brooklyn,3210.0,1.0,3072966.0,K123,DOE,58,96.1,4.1,86,87.4,3.9
Brooklyn,3212.0,1.0,3073018.0,K162,DOE,89,103.2,4.1,91,100.7,4.4
Brooklyn,3230.0,27.0,3073462.0,K913,DOE,82,116,3.6,70,116.3,3.7
Brooklyn,3241.0,37.0,3073752.0,"K274 within (K274, K876)",DOE,84,87.8,3.9,78,75,3.6
Brooklyn,3241.0,37.0,3073752.0,"K876 within (K274, K876)",DOE,84,87.8,3.9,78,75,3.6
Brooklyn,3242.0,1.0,3073761.0,K865,DOE,87,95.5,3.7,85,100.2,4.2
Brooklyn,3287.0,1.0,3075074.0,K376,DOE,54,146.6,4.6,70,153.6,5.3
Brooklyn,3289.0,27.0,3075109.0,K086,DOE,100,71.5,3,98,84.8,3.7
Brooklyn,3298.0,1.0,3075413.0,K383,DOE,37,104.5,4.4,36,105.7,3.7
Brooklyn,3314.0,1.0,3075879.0,"K075 within (K075, K875)",DOE,76,111.5,4,79,106.7,4
Brooklyn,3314.0,1.0,3075879.0,"K875 within (K075, K875)",DOE,76,111.5,4,79,106.7,4
Brooklyn,3317.0,1.0,3075909.0,K116,DOE,82,90.3,4.3,75,99.7,5
Brooklyn,3343.0,1.0,3076460.0,K291,DOE,44,101.8,3,80,109.3,3.7
Brooklyn,3358.0,1.0,3076734.0,K299,DOE,66,95.5,3.5,78,84,3.6
Brooklyn,3360.0,1.0,3076784.0,K377,DOE,72,88.1,4,85,73.6,2.7
Brooklyn,3365.0,98.0,3076908.0,"K480 within (K480, K482)",DOE,56,155,5.8,82,129.6,5.2
Brooklyn,3377.0,1.0,3077286.0,K106,DOE,65,95.3,3.4,92,92.5,3.8
Brooklyn,3406.0,1.0,3078654.0,K151,DOE,63,102.4,4.1,53,112.5,5
Brooklyn,3416.0,1.0,3079027.0,K296,DOE,63,95.5,4.5,71,88.1,4.8
Brooklyn,3427.0,11.0,3079428.0,K045,DOE,89,76.3,3.8,80,88,4.8
Brooklyn,3442.0,1.0,3080043.0,K384,DOE,75,99.4,3.4,71,103.6,4.2
Brooklyn,3507.0,7.0,3080768.0,K298,DOE,54,110.4,5.4,77,87,4.6
Brooklyn,3508.0,12.0,3080779.0,K907 (Leased),DOE,60,132.7,3.9,51,115.4,3.6
Brooklyn,3520.0,8.0,3081032.0,"K327 within (K327, K396)",DOE,61,119,5.3,75,102.7,5.2
Brooklyn,3520.0,8.0,3081032.0,"K396 within (K327, K396)",DOE,61,119,5.3,75,102.7,5.2
Brooklyn,3535.0,16.0,3081276.0,K356,DOE,33,163.5,5.5,43,140.9,5.3
Brooklyn,3541.0,1.0,3081419.0,K175,DOE,70,142.4,5.3,74,136.1,5.5
Brooklyn,3542.0,1.0,3081442.0,K263,DOE,46,106.7,5.5,49,121.5,6.2
Brooklyn,3544.0,135.0,3081460.0,K284,DOE,75,100,3.7,49,119.1,5
Brooklyn,3597.0,11.0,3082253.0,K183,DOE,16,156.7,6.3,9,176.7,7.9
Brooklyn,3604.0,1.0,3082389.0,K041,DOE,44,119.1,5.7,52,111.6,5.8
Brooklyn,3606.0,1.0,3082391.0,K184,DOE,56,118.4,4.9,43,131.1,5.9
Brooklyn,3622.0,23.0,3082726.0,K165,DOE,78,113.7,4.1,69,135.2,6
Brooklyn,3636.0,7.0,3082940.0,K275,DOE,81,102.6,4.5,89,86.7,4.3
Brooklyn,3693.0,1.0,3083608.0,K332,DOE,57,105.8,5,77,114.4,6.2
Brooklyn,3704.0,1.0,3083660.0,K660,DOE,18,210.7,8.5,46,157,6.4
Brooklyn,3740.0,1.0,3083931.0,K292,DOE,35,116.7,5.6,75,117.7,5.9
Brooklyn,3744.0,9.0,3084012.0,K150,DOE,28,113.9,4.4,70,120.1,4.7
Brooklyn,3768.0,1.0,3084283.0,K328,DOE,68,111.5,5.6,88,93.3,5.1
Brooklyn,3772.0,6.0,3084298.0,K848,DOE,5,250.7,6.5,3,271.1,7.2
Brooklyn,3774.0,16.0,3084348.0,K149,DOE,78,114.2,4.5,82,107.2,4.8
Brooklyn,3788.0,1.0,3084440.0,K435,DOE,91,107.5,4.2,92,103.7,4.3
Brooklyn,3802.0,15.0,3084617.0,K174,DOE,68,98.6,4,73,93.9,4.2
Brooklyn,3823.0,1.0,3085070.0,K013,DOE,84,109,4.2,90,99.8,4.3
Brooklyn,3826.0,21.0,3085153.0,K838 (closed),DOE,86,95.2,3,Not Available,Not Available,0
Brooklyn,3838.0,18.0,3085491.0,K190,DOE,28,174.8,5.9,63,125.3,4.7
Brooklyn,3926.0,45.0,3087131.0,K108,DOE,86,96.8,3.6,88,93.9,3.6
Brooklyn,3949.0,18.0,3087821.0,"K290 within (K290, K948)",DOE,8,215.3,7.8,72,120.2,4.6
Brooklyn,3952.0,47.0,3397079.0,K814,DOE,Not Available,Not Available,Not Available,75,151.1,5
Brooklyn,3966.0,1.0,3327112.0,K897 (closed),DOE,100,20.4,1,Not Available,Not Available,0
Brooklyn,3969.0,1.0,3088357.0,"K302 within (K302, K974)",DOE,63,125.4,5.3,82,101.2,4.7
Brooklyn,3990.0,1.0,3088734.0,K345,DOE,50,119.3,6.6,75,92.9,4.9
Brooklyn,4013.0,34.0,3089171.0,K932,DOE,59,142.2,6.5,84,101.5,6
Brooklyn,4015.0,1.0,3089176.0,K158,DOE,64,104.2,4,74,94.1,4.1
Brooklyn,4069.0,1.0,3090219.0,K072,DOE,89,80,4,85,85.5,4.4
Brooklyn,4094.0,1.0,3090738.0,"K420 within (K420, K421)",DOE,79,120.9,6.6,92,128.7,7.3
Brooklyn,4102.0,19.0,3397004.0,K798,DOE,11,232.8,6.2,7,249.5,7.7
Brooklyn,4106.0,39.0,3090998.0,"K007 within (K007, K991)",DOE,36,144,4.6,47,152,5.1
Brooklyn,4126.0,47.0,3092063.0,K065,DOE,97,114,3.9,94,130.3,4.7
Brooklyn,4134.0,20.0,3092456.0,K171,DOE,34,105.7,4.5,78,111.1,5.1
Brooklyn,4155.0,75.0,3327249.0,K615,DOE,41,172.7,6.8,70,126.1,6.1
Brooklyn,4216.0,1.0,3094735.0,"K159 within (K159, K998)",DOE,97,80.8,3,94,81.9,3.3
Brooklyn,4217.0,1.0,3094749.0,K851,DOE,49,129.5,4.6,52,126.1,4.8
Brooklyn,4243.0,1.0,3095254.0,"K214 within (K214, K949)",DOE,60,113.1,4.2,74,112,4.5
Brooklyn,4243.0,1.0,3095254.0,"K949 within (K214, K949)",DOE,60,113.1,4.2,74,112,4.5
Brooklyn,4278.0,1.0,3095977.0,K218,DOE,73,117.9,4.1,67,125.5,5.1
Brooklyn,4324.0,1.0,3097334.0,"K213 within (K213, K893)",DOE,75,142.2,6.6,79,134.8,7.7
Brooklyn,4324.0,1.0,3380772.0,"K893 within (K213, K893)",DOE,75,142.2,6.6,79,134.8,7.7
Brooklyn,4327.0,24.0,3097429.0,K857,DOE,85,130.9,3.9,95,99.8,3.3
Brooklyn,4328.0,15.0,3097444.0,"K819 within (K819, K947)",DOE,68,170.4,6.8,52,192.7,7.8
Brooklyn,4353.0,50.0,3097675.0,K166,DOE,65,94.4,4.3,69,104.8,5.4
Brooklyn,4392.0,1.0,3097873.0,K306,DOE,55,120.2,5.9,65,123.7,6.9
Brooklyn,4401.0,1.0,3097973.0,K273,DOE,64,109.9,5.8,72,94.9,5.6
Brooklyn,4449.0,1.0,3398623.0,K422,DOE,Not Available,Not Available,Not Available,36,160.2,5
Brooklyn,4452.0,25.0,3098294.0,K346,DOE,32,158.2,8,67,114.1,5
Brooklyn,4477.0,1.0,3098664.0,"K202 within (K202, K958)",DOE,35,121.3,4.8,47,108.1,4.3
Brooklyn,4530.0,1.0,3346166.0,K224,DOE,52,148,4.8,69,126,4.7
Brooklyn,4595.0,15.0,3323072.0,K398,DOE,68,95.1,4.4,62,100.9,4.9
Brooklyn,4599.0,1.0,3099537.0,"K189 within (K189, K889)",DOE,58,143.1,5.9,78,116.4,5.1
Brooklyn,4606.0,25.0,3099733.0,K232,DOE,51,120.3,4.8,56,114.8,4.9
Brooklyn,4623.0,28.0,3100292.0,"K268 within (K268, K981)",DOE,45,132.9,5.8,75,98.9,4
Brooklyn,4648.0,1.0,3101168.0,K219,DOE,74,119.7,4.4,72,121.5,5.5
Brooklyn,4650.0,15.0,3101218.0,K860,DOE,22,203.1,6.8,35,172,6.4
Brooklyn,4669.0,37.0,3101840.0,K252,DOE,63,127.3,7,47,147.4,8.1
Brooklyn,4673.0,1.0,3102005.0,"K135 within (K135, K953)",DOE,64,159.1,6.4,84,124.4,5.7
Brooklyn,4673.0,1.0,3102005.0,"K953 within (K135, K953)",DOE,64,159.1,6.4,84,124.4,5.7
Brooklyn,4739.0,1.0,3104513.0,K244,DOE,36,144.6,5.4,21,165.5,6.4
Brooklyn,4742.0,1.0,3104598.0,K415,DOE,90,93.2,3.7,88,104,4.4
Brooklyn,4744.0,1.0,3104599.0,K285,DOE,55,120.3,5.9,81,91.6,3.5
Brooklyn,4753.0,1.0,3104990.0,K233,DOE,65,90.6,3.3,35,129.6,5.2
Brooklyn,4769.0,25.0,3105680.0,"K208 within (K208, K972)",DOE,65,120.5,4.4,68,117.5,5
Brooklyn,4794.0,26.0,3106599.0,"K091 within (K091, K891)",DOE,66,107.4,4.3,59,112,4.9
Brooklyn,4794.0,26.0,3106599.0,"K891 within (K091, K891)",DOE,66,107.4,4.3,59,112,4.9
Brooklyn,4806.0,1.0,3107129.0,K391,DOE,86,90.8,3.8,91,80.7,3.2
Brooklyn,4811.0,1.0,3107227.0,K470,DOE,55,135.1,5.1,64,132,5.5
Brooklyn,4815.0,20.0,3107315.0,K397,DOE,51,179.1,7.2,44,188.3,8.3
Brooklyn,4844.0,1.0,3107846.0,"K235 within (K235, K835, K980)",DOE,18,146,5.4,37,144.4,5.7
Brooklyn,4844.0,1.0,3107846.0,"K835 within (K235, K835, K980)",DOE,18,146,5.4,37,144.4,5.7
Brooklyn,4904.0,10.0,3327776.0,K181,DOE,49,148,5.4,26,161.4,6.3
Brooklyn,4965.0,1.0,3112334.0,"K864 within (K864, K869)",DOE,86,85,2.6,58,118.6,5.5
Brooklyn,4965.0,1.0,3112334.0,"K869 within (K864, K869)",DOE,86,85,2.6,58,118.6,5.5
Brooklyn,4988.0,66.0,3113388.0,"K198 within (K198, K983)",DOE,48,126.9,4.8,50,124.9,5.1
Brooklyn,4994.0,23.0,3113780.0,K269,DOE,59,127.2,5.3,58,127.6,5.1
Brooklyn,5022.0,2.0,3114526.0,K395,DOE,2,243.2,7.5,3,225,7.3
Brooklyn,5049.0,55.0,3115866.0,K092,DOE,90,89.8,3.4,73,115,5
Brooklyn,5050.0,66.0,3378201.0,K002,DOE,47,157.4,4.8,29,160.4,5.7
Brooklyn,5075.0,1.0,3116438.0,K249,DOE,66,143.3,7.2,70,136.4,7.1
Brooklyn,5103.0,10.0,3336215.0,K465,DOE,86,135.1,5.4,89,124.7,5.4
Brooklyn,5103.0,79.0,3117230.0,K006,DOE,52,159.6,4.8,47,165,5.9
Brooklyn,5103.0,93.0,3338996.0,K877,DOE,92,98.1,3.7,86,97.2,3.9
Brooklyn,5103.0,101.0,3117232.0,K884 (closed),DOE,52,132.8,3.9,Not Available,Not Available,0
Brooklyn,5110.0,25.0,3117381.0,K246,DOE,13,175.5,6.3,10,183.9,7.2
Brooklyn,5111.0,1.0,3117396.0,K399,DOE,46,218.6,7.4,50,208.9,7.7
Brooklyn,5121.0,32.0,3117584.0,K735,DOE,Not Available,Not Available,Not Available,91,74.7,2.9
Brooklyn,5144.0,64.0,3328235.0,K139,DOE,74,124.1,5.6,77,120.1,6
Brooklyn,5232.0,1.0,3121072.0,K217,DOE,19,159.2,6,23,151.8,6
Brooklyn,5257.0,1.0,3121871.0,K154,DOE,87,111.7,4.1,38,156.2,6.2
Brooklyn,5319.0,1.0,3124019.0,K130,DOE,67,107.6,3.8,56,119.7,4.6
Brooklyn,5322.0,69.0,3328370.0,K917,DOE,32,152,4.8,19,161.3,5.3
Brooklyn,5323.0,32.0,3124109.0,K230,DOE,69,122.2,4.5,84,100.8,4.3
Brooklyn,5334.0,64.0,3343470.0,K908,DOE,70,140.3,4.4,72,135.9,4.4
Brooklyn,5362.0,21.0,3125676.0,K223,DOE,83,104.2,4.2,82,112.4,4.9
Brooklyn,5371.0,1.0,3126001.0,"K179 within (K179, K921)",DOE,86,106.7,4.2,84,109.4,4.7
Brooklyn,5391.0,1.0,3126842.0,K062,DOE,86,111.2,5,96,96.5,5.1
Brooklyn,5416.0,48.0,3127692.0,"K839 within (K849, K839)",DOE,68,120.3,4.3,62,126.3,4.9
Brooklyn,5416.0,48.0,3127692.0,"K849 within (K849, K839)",DOE,68,120.3,4.3,62,126.3,4.9
Brooklyn,5445.0,1.0,3128909.0,K192,DOE,63,122.1,4.4,67,117.6,4.9
Brooklyn,5492.0,1.0,3130809.0,K180,DOE,76,95.6,3.7,69,102.3,4.5
Brooklyn,5495.0,1101.0,3253281.0,K121,DOE,80,139.2,5.2,90,117.6,4.9
Brooklyn,5506.0,6.0,3131537.0,K505,DOE,93,102.5,5.1,93,98.1,5.1
Brooklyn,5519.0,1.0,3132140.0,K048,DOE,58,141.7,5.1,65,131.2,5.6
Brooklyn,5551.0,18.0,3133741.0,K227,DOE,72,101.9,3.8,77,97,4
Brooklyn,5571.0,1.0,3134749.0,K205,DOE,88,78.3,2.8,71,111.7,4.4
Brooklyn,5587.0,38.0,3328583.0,K781,DOE,82,144.2,7.2,92,117.6,5.1
Brooklyn,5600.0,1.0,3135976.0,K164,DOE,75,113.5,4.5,68,121.8,5.1
Brooklyn,5603.0,1.0,3136085.0,K131,DOE,69,94,4.7,84,104.2,5.6
Brooklyn,5653.0,21.0,3138276.0,"K160 within (K160, K521)",DOE,88,115.8,4.4,51,146.4,5
Brooklyn,5653.0,55.0,3398120.0,"K521 within (K160, K521)",DOE,88,115.8,4.4,51,146.4,5
Brooklyn,5702.0,1.0,3140612.0,K105,DOE,72,113.2,4.3,57,142,6
Brooklyn,5729.0,24.0,3141434.0,K310,DOE,Not Available,Not Available,Not Available,13,253.4,8.6
Brooklyn,5735.0,32.0,3387646.0,K069,DOE,28,212,7.1,20,222.3,8
Brooklyn,5745.0,29.0,3142008.0,K486,DOE,25,148.8,5.9,12,161.5,6.8
Brooklyn,5774.0,1.0,3143190.0,K176,DOE,88,87.9,3.6,77,103.1,4.5
Brooklyn,5799.0,38.0,3143927.0,K971,DOE,Not Available,Not Available,Not Available,59,147.5,5
Brooklyn,5850.0,30.0,3144482.0,"K485 within (K485, K977)",DOE,26,210.1,7.3,27,198.4,7.5
Brooklyn,5850.0,30.0,3144482.0,"K977 within (K485, K977)",DOE,26,210.1,7.3,27,198.4,7.5
Brooklyn,5873.0,84.0,3145771.0,K940,DOE,100,69.3,1.8,100,63.3,1.7
Brooklyn,5890.0,1.0,3146491.0,K102,DOE,81,119.8,4.4,85,110.6,4.9
Brooklyn,5891.0,48.0,3146550.0,K331,DOE,Not Available,Not Available,Not Available,15,201.2,6.2
Brooklyn,5899.0,1.0,3146921.0,"K170 within (K170, K954)",DOE,71,131.4,4.8,73,127.4,6.2
Brooklyn,5923.0,1.0,3148031.0,K259,DOE,37,168.8,6.9,30,172.4,7.4
Brooklyn,5973.0,1.0,3150481.0,K127,DOE,79,113.5,4.8,68,128.6,6.1
Brooklyn,6013.0,1.0,3152318.0,"K490 within (K490, K934)",DOE,76,150.3,6.4,73,148.2,5.4
Brooklyn,6013.0,1.0,3152318.0,"K934 within (K490, K934)",DOE,76,150.3,6.4,73,148.2,5.4
Brooklyn,6043.0,1.0,3153416.0,K185,DOE,71,107.4,4.4,34,152.1,7.1
Brooklyn,6062.0,141.0,3154079.0,K264,DOE,Not Available,Not Available,Not Available,28,203.7,6.6
Brooklyn,6065.0,43.0,3154215.0,K989,DOE,55,237,8.2,69,186.9,6.6
Brooklyn,6088.0,1.0,3154775.0,K104,DOE,90,97.2,4.3,82,106.3,5.2
Brooklyn,6174.0,36.0,3157466.0,K247,DOE,94,112.6,4,90,126,5.1
Brooklyn,6180.0,1.0,3157760.0,"K112 within (K112, K961)",DOE,96,95.9,3.4,79,136.4,5.5
Brooklyn,6239.0,1.0,3160923.0,K186,DOE,81,119.6,4.7,81,118.8,5.1
Brooklyn,6271.0,1.0,3162711.0,"K445 within (K445, K446)",DOE,80,129.5,4.6,67,141.1,5.5
Brooklyn,6278.0,22.0,3162973.0,K201,DOE,85,92,3.6,82,99.6,4.1
Brooklyn,6294.0,1.0,3163702.0,K204,DOE,68,119.6,4.4,46,145.8,5.6
Brooklyn,6329.0,32.0,3165232.0,"K128 within (K128, K721)",DOE,52,117.1,5.1,67,101.5,4
Brooklyn,6329.0,32.0,3165232.0,"K721 within (K128, K721)",DOE,52,117.1,5.1,67,101.5,4
Brooklyn,6391.0,24.0,3167212.0,K229,DOE,14,221.3,6.9,21,197.3,6.5
Brooklyn,6399.0,26.0,3167623.0,K163,DOE,81,110.6,3.9,87,98.9,4.2
Brooklyn,6399.0,26.0,3392297.0,K807,DOE,Not Available,Not Available,2,23,191,6
Brooklyn,6407.0,8.0,3167818.0,K200,DOE,29,106.5,4.1,89,101.5,4.1
Brooklyn,6535.0,11.0,3171478.0,K099,DOE,88,93.7,3.7,83,101.8,4.5
Brooklyn,6549.0,24.0,3172071.0,K226,DOE,56,102.9,3.7,61,113.3,5
Brooklyn,6595.0,33.0,3174076.0,K096,DOE,78,97.9,3.8,74,103.3,4.4
Brooklyn,6618.0,1.0,3396829.0,K237,DOE,4,267.1,7.8,24,190.4,5.4
Brooklyn,6631.0,1.0,3175834.0,K177,DOE,63,103.5,3.8,77,101.7,4.2
Brooklyn,6640.0,13.0,3176229.0,K238,DOE,77,107.5,4,75,109.5,4.5
Brooklyn,6667.0,24.0,3177680.0,"K097 within (K097, K937)",DOE,6,229.3,13.2,42,147.4,7
Brooklyn,6681.0,169.0,3178584.0,K215,DOE,83,119.3,4.8,75,133,5.7
Brooklyn,6734.0,109.0,3180673.0,K525,DOE,87,123.7,5.5,86,123.4,5.8
Brooklyn,6739.0,77.0,3180747.0,K997,DOE,73,257.5,6.9,82,220.8,6.4
Brooklyn,6740.0,25.0,3180761.0,K199,DOE,98,60.7,1.9,79,101.3,4.2
Brooklyn,6769.0,18.0,3182169.0,K197,DOE,95,61.4,2.5,60,105.5,4.8
Brooklyn,6788.0,1.0,3182721.0,"K425 within (K425, K426)",DOE,63,153.9,8.3,69,142.5,8
Brooklyn,6821.0,123.0,3184034.0,K255,DOE,70,110.8,5.9,63,118.9,6.7
Brooklyn,6821.0,244.0,3184057.0,K234,DOE,71,126,4.6,57,144.4,6
Brooklyn,6875.0,32.0,3185973.0,K101,DOE,82,113.5,4.6,94,126.9,5.6
Brooklyn,6883.0,1.0,3186454.0,"K400 within (K400, K401)",DOE,91,105.4,5.5,94,93.8,3.9
Brooklyn,6891.0,1.0,3186626.0,K281,DOE,94,75.4,3,90,82,4.2
Brooklyn,6917.0,1.0,3187407.0,K212,DOE,27,109.3,5.7,70,105,5.9
Brooklyn,6965.0,140.0,3188221.0,K239,DOE,74,84.4,3.6,39,117.3,6.7
Brooklyn,7006.0,1.0,3188726.0,K188,DOE,87,101.4,4.2,70,128.5,6.8
Brooklyn,7051.0,1.0,3189517.0,K329,DOE,50,133.9,6.1,70,109.4,5
Brooklyn,7054.0,45.0,3189538.0,K288,DOE,38,147.5,7.2,81,97.1,5.3
Brooklyn,7084.0,1.0,3190273.0,K228,DOE,47,115.5,4.4,95,115.3,4.7
Brooklyn,7123.0,66.0,3192661.0,"K095 within (K095, K951)",DOE,73,109.1,5.2,65,119,6.3
Brooklyn,7185.0,20.0,3194998.0,"K540 within (K540, K541)",DOE,83,118.1,5.7,78,122.8,6.5
Brooklyn,7185.0,20.0,3194998.0,"K541 within (K540, K541)",DOE,83,118.1,5.7,78,122.8,6.5
Brooklyn,7185.0,20.0,3385667.0,K722,DOE,77,111.5,3.4,69,117,3.9
Brooklyn,7196.0,1.0,3195175.0,K216,DOE,86,85.5,3.3,75,106.4,4.6
Brooklyn,7244.0,1.0,3196224.0,"K209 within (K209, K941)",DOE,77,113.3,4.3,82,110.1,4.6
Brooklyn,7250.0,25.0,3196292.0,K303,DOE,96,89.7,3.9,93,95.5,4.6
Brooklyn,7254.0,1.0,3196293.0,"K410 within (K410, K411)",DOE,83,118.1,4.5,88,107.4,4.5
Brooklyn,7261.0,47.0,3196378.0,K620,DOE,87,103.7,5.3,86,103.8,5
Brooklyn,7266.0,40.0,3196558.0,K090,DOE,68,100.6,4.6,86,80.1,4.1
Brooklyn,7274.0,107.0,3196587.0,K370,DOE,41,174.9,6,44,158.7,5.5
Brooklyn,7281.0,1.0,3196595.0,K100,DOE,70,115.3,6,58,129.1,7.6
Brooklyn,7291.0,30.0,3196677.0,K153,DOE,82,96.2,3.5,77,103.5,4.3
Brooklyn,7381.0,201.0,3201080.0,K206,DOE,66,103.2,4,53,117.5,5
Brooklyn,7393.0,1.0,3201629.0,"K194 within (K194, K959)",DOE,66,102.8,3.9,80,103.7,4.2
Brooklyn,7420.0,26.0,3203132.0,K254,DOE,25,165.3,5.3,38,160.8,6.4
Brooklyn,7424.0,1.0,3203617.0,K014,DOE,86,83.4,4.4,94,84.8,4.7
Brooklyn,7425.0,2.0,3203631.0,"K495 within (K495, K496)",DOE,86,88.7,4.2,90,100.9,5
Brooklyn,7447.0,1.0,3386003.0,K286,DOE,22,129.3,6,56,123.8,6.3
Brooklyn,7474.0,1.0,3205435.0,K052,DOE,86,97.2,3.7,84,101.3,4.1
Brooklyn,7551.0,26.0,3205780.0,"K152 within (K152, K927)",DOE,42,143.4,4.9,28,161.2,6.2
Brooklyn,7553.0,41.0,3205788.0,K405,DOE,100,58.9,1.6,100,55.7,1.5
Brooklyn,7625.0,1.0,3208461.0,"K193 within (K193, K952)",DOE,67,113.4,4.1,79,98,3.8
Brooklyn,7629.0,30.0,3208638.0,K240,DOE,82,89.5,4.4,61,113.3,5.9
Brooklyn,7706.0,1.0,3212254.0,K222,DOE,80,102.3,3.7,70,114.6,4.9
Brooklyn,7758.0,1.0,3214729.0,K251,DOE,61,110.6,5.3,35,129,6.9
Brooklyn,7775.0,1.0,3215550.0,K852,DOE,92,79.8,2.4,63,120.3,6.2
Brooklyn,7782.0,34.0,3215797.0,K995,DOE,68,170.6,4.5,78,151.7,4.2
Brooklyn,7786.0,1.0,3215816.0,K119,DOE,87,103.3,4.5,92,92.4,4.4
Brooklyn,7849.0,1.0,3218626.0,K203,DOE,66,87.3,3.3,81,93.5,4.1
Brooklyn,7860.0,17.0,3345177.0,K729,DOE,83,88.6,3.7,99,50.8,1.3
