Borough,Block,Lot,BIN,Building,Agency,2010 Rating *,2010 Source EUI (kBtu/sq.ft.),2010 GHG Emissions Intensity (kgCO2e/ft²) †,2011 Rating * ,2011 Source EUI (kBtu/sq.ft.),2011 GHG Emissions Intensity (kgCO2e/ft²) †,2012 Rating *,2012 Source EUI (kBtu/sq.ft.),2012 GHG Emissions Intensity (kgCO2e/ft²) †,2013 Rating *,2013 Source EUI (kBtu/sq.ft.),2013 GHG Emissions Intensity (kgCO2e/ft²) †
Bronx,3059.0,1.0,2011810.0,X435,DOE, 89 , 112.9 ,7.7,98,87.4,5.8,98, 83.7 , 5.6 ,96.0,100.2,6.8
Bronx,3251.0,201.0,2095215.0,X440,DOE, 78 , 118.7 ,7.1,84,109.6,6.4,97, 79.0 , 4.3 ,91.0,97.9,5.7
Bronx,3251.0,201.0,2094706.0,X445,DOE, 79 , 100.5 ,4.7,74,105.7,5.0,87, 87.4 , 3.7 ,79.0,100.6,4.4
Bronx,3604.0,39.0,2022205.0,"X450 within (X450, X451, X922)",DOE, 86 , 94.8 ,4.3,84,97.1,4.5,95, 76.1 , 3.1 ,89.0,89.7,4.0
Bronx,3604.0,39.0,2022205.0,"X451 within (X450, X451, X922)",DOE, 86 , 94.8 ,4.3,84,97.1,4.5,95, 76.1 , 3.1 ,89.0,89.7,4.0
Bronx,5141.0,150.0,2116159.0,"X455 within (X455, X178, X180, X181, X153, X456)",DOE, 99 , 121.5 ,3.2,100,113.1,2.9,100, 113.3 , 2.9 ,100.0,113.7,3.0
Bronx,5141.0,150.0,2116159.0,"X456 within (X455, X178, X180, X181, X153, X456)",DOE, 99 , 121.5 ,3.2,100,113.1,2.9,100, 113.3 , 2.9 ,100.0,113.7,3.0
Bronx,2445.0,6.0,2109459.0,X460,DOE, 23 , 177.5 ,5.3,51,179.8,5.6,64, 161.1 , 4.7 ,52.0,179.6,5.3
Bronx,2923.0,18.0,2815559.0,X465,DOE, N/A , N/A ,3.3,2,271.0,7.6,5, 240.2 , 6.9 ,6.0,233.8,7.0
Bronx,2359.0,240.0,2001153.0,"X470 within (X470, X920)",DOE, 23 , 130.3 ,4.7,30,112.6,4.2,30, 114.5 , 4.4 ,15.0,133.9,5.3
Bronx,2215.0,80.0,1064532.0,"X475 within (X475, X476, X960)",DOE, 82 , 117.1 ,5.5,85,110.6,5.1,89, 103.5 , 4.6 ,87.0,106.9,4.9
Bronx,2215.0,80.0,1064532.0,"X476 within (X475, X476, X960)",DOE, 82 , 117.1 ,5.5,85,110.6,5.1,89, 103.5 , 4.6 ,87.0,106.9,4.9
Bronx,4091.0,1.0,2116414.0,X498,DOE, N/A , N/A ,2.4,1,180.3,5.4,7, 185.7 , 5.5 ,14.0,193.6,5.9
Bronx,2411.0,22.0,2001874.0,X600,DOE, 79 , 108.3 ,6.0,82,112.0,6.1,92, 90.9 , 4.6 ,92.0,91.1,4.6
Bronx,2668.0,1.0,2004807.0,"X650 within (X650, X962)",DOE, 80 , 123.0 ,4.4,81,121.7,4.6,88, 106.4 , 3.7 ,79.0,123.9,4.5
Bronx,2576.0,26.0,2003883.0,X655,DOE, 48 , 145.5 ,6.4,62,126.1,4.6,60, 128.6 , 4.7 ,57.0,133.0,4.9
Bronx,3104.0,7.0,2012887.0,X660,DOE, 82 , 96.1 ,5.0,74,104.5,5.5,92, 77.7 , 3.9 ,84.0,92.5,5.0
Bronx,4133.0,200.0,2045725.0,X722,DOE, 37 , 154.7 ,5.8,42,146.7,5.7,60, 125.2 , 4.2 ,55.0,131.3,4.7
Bronx,2443.0,78.0,2103486.0,X790,DOE, N/A , N/A ,2.9,8,277.7,8.0,15, 250.2 , 7.2 ,12.0,261.0,7.4
Bronx,2329.0,75.0,2000876.0,X807,DOE, 7 , 304.5 ,9.2,12,265.7,7.9,7, 290.0 , 8.7 ,6.0,314.0,9.6
Bronx,3299.0,60.0,2094734.0,"X808 within (X008, X808)",DOE, 51 , 116.4 ,5.4,66,122.5,6.0,88, 91.2 , 3.8 ,79.0,105.8,4.9
Bronx,2990.0,6.0,2010671.0,X817,DOE, 68 , 129.9 ,3.4,72,123.6,3.2,75, 118.9 , 3.1 ,62.0,137.8,3.6
Bronx,3239.0,41.0,2096486.0,"X822 within (X122, X822)",DOE, 69 , 53.9 ,2.5,60,58.7,2.7,69, 53.2 , 2.4 ,51.0,64.6,3.0
Bronx,3718.0,1.0,2087014.0,X823,DOE, 78 , 97.1 ,3.3,86,85.4,2.8,92, 74.2 , 2.4 ,89.0,81.0,2.7
Bronx,2876.0,8.0,2008794.0,X824,DOE, 45 , 77.8 ,2.1,53,72.7,1.9,65, 63.9 , 1.7 ,75.0,58.6,1.5
Bronx,3222.0,100.0,2096465.0,X826,DOE, 93 , 58.7 ,2.2,92,59.1,2.2,96, 52.2 , 1.9 ,93.0,58.2,2.1
Bronx,3222.0,100.0,2096465.0,X827,DOE, 62 , 73.7 ,2.2,39,90.1,3.0,58, 75.0 , 2.3 ,59.0,75.6,2.4
Bronx,3085.0,1.0,2012409.0,"X832 within (X032, X832)",DOE, 26 , 159.2 ,7.9,30,152.4,6.9,41, 138.6 , 6.1 ,51.0,128.6,5.6
Bronx,3842.0,2.0,2027195.0,X833,DOE, 1 , 167.8 ,5.0,1,161.4,4.7,24, 162.1 , 4.7 ,50.0,165.6,5.0
Bronx,2965.0,82.0,2010273.0,"X834 within (X134, X834)",DOE, 46 , 120.2 ,5.3,50,115.5,5.1,66, 98.9 , 4.1 ,65.0,100.5,4.1
Bronx,4290.0,48.0,2048811.0,X839,DOE, 2 , 184.2 ,5.4,2,174.0,5.3,49, 163.4 , 4.8 ,40.0,176.5,5.5
Bronx,2627.0,9.0,2004469.0,"X840 within (X140, X840)",DOE, 56 , 110.9 ,5.7,68,98.8,5.0,76, 89.5 , 4.3 ,73.0,93.9,3.9
Bronx,3168.0,27.0,2013830.0,X843,DOE, 68 , 114.8 ,4.5,79,100.2,3.8,80, 97.8 , 3.7 ,77.0,103.6,3.9
Bronx,3295.0,1.0,2094729.0,"X846 within (X046, X846)",DOE, 63 , 140.5 ,5.9,78,118.4,4.7,89, 98.7 , 3.8 ,83.0,109.8,4.4
Bronx,2765.0,269.0,2006654.0,X848,DOE, 1 , 324.3 ,8.4,4,283.6,7.3,5, 267.4 , 6.9 ,8.0,250.0,6.5
Bronx,2435.0,75.0,2002299.0,"X851 within (X053, X851, X874)",DOE, 58 , 122.9 ,5.8,58,122.7,5.7,72, 105.5 , 4.6 ,69.0,110.4,5.5
Bronx,3329.0,124.0,2017858.0,X852,DOE, 15 , 213.6 ,6.2,24,190.3,5.5,25, 187.5 , 5.4 ,22.0,194.4,5.7
Bronx,3062.0,6.0,2011852.0,X853,DOE, 20 , 212.2 ,5.5,41,172.0,4.5,26, 196.5 , 5.1 ,36.0,179.9,4.7
Bronx,2552.0,70.0,2003646.0,X855,DOE, 9 , 204.2 ,5.3,12,193.8,5.0,28, 158.6 , 4.1 ,16.0,184.3,4.8
Bronx,3186.0,49.0,2014062.0,X859,DOE, 81 , 99.0 ,2.9,85,91.3,2.6,89, 85.3 , 2.5 ,82.0,96.0,2.8
Bronx,2615.0,14.0,2004302.0,"X862 within (X063, X862)",DOE, 41 , 146.5 ,5.5,13,196.6,9.0,46, 138.5 , 5.3 ,28.0,165.9,6.5
Bronx,3114.0,52.0,2013047.0,X864,DOE, 35 , 181.5 ,4.7,57,148.1,3.8,70, 130.1 , 3.4 ,57.0,148.3,3.8
Bronx,3351.0,1.0,2018457.0,"X865 within (X056, X865)",DOE, 44 , 160.2 ,5.8,60,136.8,5.1,67, 128.2 , 4.7 ,64.0,133.1,4.8
Bronx,3247.0,70.0,2100971.0,"X868 within (X086, X868)",DOE, 94 , 60.7 ,2.3,95,59.7,2.4,91, 67.1 , 2.7 ,82.0,79.7,3.2
Bronx,3524.0,20.0,2021482.0,"X869 within (X069, X869)",DOE, 66 , 122.9 ,5.6,82,100.4,4.8,82, 98.8 , 4.2 ,86.0,93.8,4.0
Bronx,2793.0,28.0,2007387.0,"X870 within (X070, X870)",DOE, 8 , 120.6 ,6.3,9,117.0,6.0,27, 91.6 , 4.1 ,12.0,112.1,5.0
Bronx,2504.0,82.0,2003051.0,"X873 within (X073, X873)",DOE, 19 , 204.5 ,11.5,20,202.9,11.7,45, 158.2 , 8.7 ,33.0,177.3,10.1
Bronx,2435.0,75.0,2002299.0,"X874 within (X053, X851, X874)",DOE, 58 , 122.9 ,5.8,58,122.7,5.7,72, 105.5 , 4.6 ,69.0,110.4,5.5
Bronx,2898.0,1.0,2094564.0,X876,DOE, 47 , 189.6 ,5.5,48,180.8,5.2,52, 176.2 , 5.0 ,57.0,167.5,4.9
Bronx,3013.0,1.0,2010945.0,X878,DOE, 46 , 181.2 ,5.8,50,166.3,5.3,54, 161.8 , 5.1 ,44.0,176.1,5.7
Bronx,4006.0,3.0,2042451.0,X879,DOE, 31 , 181.4 ,5.6,31,171.6,5.3,39, 161.7 , 5.0 ,38.0,161.9,5.1
Bronx,2344.0,96.0,2001027.0,X884,DOE, 67 , 123.6 ,3.8,48,146.7,4.5,64, 126.2 , 3.8 ,56.0,136.0,4.3
Bronx,3024.0,21.0,2011054.0,"X885 within (X085, X885)",DOE, 59 , 113.6 ,4.6,66,106.2,4.1,82, 87.4 , 3.1 ,65.0,107.0,4.4
Bronx,3248.0,62.0,2115783.0,X886,DOE, 7 , 464.1 ,15.8,13,417.1,14.0,14, 405.8 , 13.5 ,19.0,382.5,13.1
Bronx,2456.0,100.0,2002745.0,"X890 within (X090, X890)",DOE, 82 , 77.8 ,4.3,42,116.9,5.7,73, 86.8 , 3.6 ,47.0,112.2,5.4
Bronx,3208.0,1.0,2014505.0,"X891 within (X091, X891)",DOE, 53 , 104.0 ,5.3,75,83.1,4.1,71, 86.1 , 4.3 ,72.0,86.3,4.3
Bronx,3652.0,1.0,2097341.0,"X893 within (X093, X893)",DOE, 74 , 93.1 ,3.6,67,100.0,3.9,87, 76.2 , 2.8 ,82.0,83.7,3.3
Bronx,2877.0,393.0,2094549.0,"X899 within (X109, X899)",DOE, 15 , 128.5 ,6.9,15,128.5,6.8,31, 105.5 , 5.3 ,31.0,108.0,5.4
Bronx,3246.0,2.0,2015222.0,X905,DOE, 1 , 288.2 ,8.2,1,279.8,8.1,1, 267.8 , 7.5 ,1.0,280.3,8.0
Bronx,5641.0,280.0,2082444.0,"X906 within (X175, X906)",DOE, 53 , 170.3 ,6.9,49,175.1,7.1,82, 123.7 , 4.5 ,80.0,127.2,4.5
Bronx,3336.0,35.0,2018046.0,"X910 within (X080, X910)",DOE, 52 , 148.8 ,7.2,61,136.5,6.4,78, 112.1 , 4.6 ,69.0,126.4,5.3
Bronx,4341.0,13.0,2049999.0,"X912 within (X096, X912)",DOE, 18 , 133.8 ,5.1,35,111.2,4.2,39, 106.6 , 4.1 ,21.0,128.1,5.2
Bronx,3946.0,7.0,2041211.0,"X913 within (X106, X913)",DOE, 61 , 126.6 ,5.8,77,106.6,4.7,89, 87.8 , 3.6 ,78.0,105.1,5.4
Bronx,3789.0,21.0,2025696.0,"X915 within (X119, X915)",DOE, 67 , 113.9 ,5.7,55,128.1,6.9,81, 95.6 , 4.6 ,68.0,112.8,5.8
Bronx,5076.0,31.0,2070894.0,"X916 within (X016, X916, X942)",DOE, 2 , 235.0 ,13.1,59,111.4,4.6,65, 103.8 , 4.3 ,61.0,109.5,4.5
Bronx,4474.0,1.0,2052739.0,"X917 within (X097, X917, X997)",DOE, 45 , 146.0 ,4.8,84,117.3,3.9,85, 115.6 , 3.8 ,70.0,142.1,5.0
Bronx,4986.0,81.0,2067852.0,"X918 within (X068, X918)",DOE, 59 , 131.2 ,6.0,60,129.2,5.9,75, 110.0 , 4.9 ,57.0,133.1,6.2
Bronx,4444.0,16.0,2051571.0,"X919 within (X089, X919)",DOE, 77 , 97.9 ,3.9,77,96.6,3.8,86, 84.5 , 3.3 ,78.0,96.2,3.8
Bronx,2359.0,240.0,2001153.0,"X920 within (X470, X920)",DOE, 23 , 130.3 ,4.7,30,112.6,4.2,30, 114.5 , 4.4 ,15.0,133.9,5.3
Bronx,4526.0,1.0,2054253.0,"X921 within (X121, X921)",DOE, 15 , 131.9 ,6.9,25,116.1,6.1,60, 83.6 , 4.0 ,31.0,109.7,5.8
Bronx,3604.0,39.0,2022205.0,"X922 within (X450, X451, X922)",DOE, 86 , 94.8 ,4.3,84,97.1,4.5,95, 76.1 , 3.1 ,89.0,89.7,4.0
Bronx,4823.0,1.0,2062883.0,"X923 within (X103, X923)",DOE, 60 , 106.2 ,4.1,63,102.5,4.0,68, 96.8 , 3.8 ,60.0,106.1,4.0
Bronx,2843.0,40.0,2008098.0,"X924 within (X064, X924)",DOE, 14 , 129.7 ,6.1,21,119.1,5.4,36, 101.1 , 4.2 ,25.0,114.1,5.1
Bronx,4552.0,10.0,2054933.0,"X926 within (X076, X926)",DOE, 39 , 119.0 ,4.7,42,114.7,4.2,59, 97.7 , 3.6 ,53.0,104.6,3.9
Bronx,2804.0,31.0,2007603.0,"X928 within (X028, X928)",DOE, 33 , 115.8 ,5.5,28,121.7,5.9,70, 81.6 , 3.8 ,61.0,90.2,4.5
Bronx,3150.0,10.0,2013561.0,"X930 within (X009, X930)",DOE, 47 , 91.0 ,4.7,47,90.4,4.9,88, 91.8 , 4.3 ,72.0,115.8,6.1
Bronx,3330.0,1.0,2086851.0,"X931 within (X020, X931)",DOE, 4 , 241.8 ,8.2,8,213.9,7.1,16, 188.8 , 5.9 ,20.0,179.2,5.9
Bronx,3069.0,1.0,2011995.0,"X932 within (X118, X932)",DOE, 51 , 125.1 ,4.9,56,119.2,4.5,67, 107.1 , 4.0 ,46.0,130.5,5.2
Bronx,3142.0,48.0,2013297.0,"X933 within (X163, X933)",DOE, 13 , 249.7 ,10.2,20,227.3,8.9,21, 223.9 , 7.9 ,25.0,215.9,7.5
Bronx,4288.0,1.0,2048794.0,"X935 within (X105, X935)",DOE, 35 , 116.9 ,5.0,54,97.7,3.9,70, 86.7 , 3.3 ,53.0,103.4,4.4
Bronx,3005.0,10.0,2010892.0,"X936 within (X006, X936)",DOE, 52 , 113.8 ,4.2,74,91.5,3.2,75, 89.8 , 3.1 ,67.0,99.7,3.6
Bronx,4916.0,1.0,2065992.0,"X937 within (X111, X937)",DOE, 31 , 152.2 ,6.6,30,153.9,7.0,44, 134.4 , 5.7 ,37.0,144.8,6.4
Bronx,3609.0,16.0,2022289.0,"X938 within (X138, X938)",DOE, 58 , 134.4 ,6.4,65,124.7,6.2,84, 98.0 , 4.4 ,82.0,102.8,4.8
Bronx,3188.0,8.0,2014098.0,X939,DOE, 70 , 109.7 ,4.4,76,102.2,4.0,82, 93.3 , 3.6 ,80.0,96.9,3.7
Bronx,3109.0,1.0,2012957.0,"X941 within (X129, X234, X941)",DOE, 11 , 143.7 ,6.2,4,168.9,7.7,16, 131.5 , 5.4 ,38.0,105.8,4.4
Bronx,5076.0,31.0,2070894.0,"X942 within (X016, X916, X942)",DOE, 2 , 235.0 ,13.1,59,111.4,4.6,65, 103.8 , 4.3 ,61.0,109.5,4.5
Bronx,5018.0,1.0,2069061.0,"X945 within (X087, X945)",DOE, 39 , 128.5 ,5.1,55,110.6,4.1,55, 109.6 , 4.1 ,55.0,110.9,4.0
Bronx,4275.0,1.0,2048608.0,"X946 within (X108, X946)",DOE, 22 , 208.4 ,10.0,11,238.0,12.4,65, 138.1 , 4.9 ,31.0,189.5,6.9
Bronx,5313.0,92.0,2072754.0,"X947 within (X014, X947)",DOE, 51 , 171.5 ,6.1,35,196.1,7.0,34, 196.5 , 7.3 ,47.0,176.9,6.3
Bronx,4171.0,1.0,2046140.0,"X948 within (X071, X948)",DOE, 40 , 106.4 ,4.4,54,94.1,3.7,69, 80.8 , 3.1 ,52.0,96.6,3.9
Bronx,2827.0,1.0,2007902.0,"X957 within (X117, X957)",DOE, 32 , 133.9 ,7.0,41,122.9,6.3,63, 110.3 , 5.4 ,60.0,122.8,6.0
Bronx,2215.0,80.0,1064532.0,"X960 within (X475, X476, X960)",DOE, 82 , 117.1 ,5.5,85,110.6,5.1,89, 103.5 , 4.6 ,87.0,106.9,4.9
Bronx,2634.0,1.0,2004526.0,"X961 within (X400, X961)",DOE, 56 , 158.4 ,5.7,65,143.8,5.4,74, 130.7 , 4.9 ,67.0,141.7,5.3
Bronx,2668.0,1.0,2004807.0,"X962 within (X650, X962)",DOE, 80 , 123.0 ,4.4,81,121.7,4.6,88, 106.4 , 3.7 ,79.0,123.9,4.5
Bronx,2359.0,100.0,2115801.0,X963,DOE, 11 , 251.3 ,6.5,16,221.4,5.7,23, 206.2 , 5.3 ,19.0,214.9,5.6
Bronx,3123.0,3.0,2013142.0,"X967 within (X067, X967)",DOE, 51 , 108.6 ,5.3,60,103.1,5.1,73, 88.9 , 4.1 ,59.0,104.6,5.2
Bronx,2913.0,1.0,2009555.0,X970,DOE, 22 , 213.4 ,6.0,18,213.5,6.1,21, 207.8 , 5.7 ,20.0,210.0,5.8
Bronx,3622.0,16.0,2022544.0,X972,DOE, 58 , 149.5 ,4.1,52,149.3,4.2,60, 140.2 , 3.9 ,69.0,128.5,3.6
Bronx,2983.0,15.0,2010604.0,X973,DOE, 1 , 275.3 ,7.8,10,238.1,6.7,15, 224.8 , 6.1 ,11.0,236.0,6.6
Bronx,3775.0,25.0,2088553.0,"X976 within (X077, X976, X982)",DOE, 12 , 150.8 ,6.6,16,141.1,6.1,29, 121.6 , 5.1 ,18.0,139.6,6.3
Bronx,4125.0,15.0,2117664.0,X981,DOE, 13 , 185.1 ,5.7,12,183.6,5.9,23, 160.4 , 5.0 ,15.0,178.7,5.9
Bronx,3775.0,25.0,2088553.0,"X982 within (X077, X976, X982)",DOE, 12 , 150.8 ,6.6,16,141.1,6.1,29, 121.6 , 5.1 ,18.0,139.6,6.3
Bronx,3106.0,28.0,2012934.0,X989,DOE, 93 , 161.4 ,4.7,93,159.4,4.8,89, 177.3 , 5.2 ,90.0,177.8,5.3
Bronx,4474.0,1.0,2052739.0,"X997 within (X097, X917, X997)",DOE, 45 , 146.0 ,4.8,84,117.3,3.9,85, 115.6 , 3.8 ,70.0,142.1,5.0
Queens,9993.0,3.0,4439745.0,Queens Business Center,DOF, 89 , 130.7 ,3.7,88,133.5,3.8,91, 120.9 , 3.4 ,91.0,120.4,3.5
Queens,791.0,16.0,4015250.0,Prison Health Warehouse,DOHMH, 2 , 172.7 ,6.1,1,179.8,6.1,1, 187.1 , 6.1 ,1.0,202.7,7.0
Staten Island,503.0,32.0,5013302.0,Department of Probation Offices,DOP, 42 , 192.5 ,6.2,52,169.9,5.6,54, 162.1 , 5.2 ,43.0,186.8,6.6
Brooklyn,39.0,1.0,3000089.0,Bridges ERB Iron Shop,DOT, 35 , 88.4 ,2.9,37,85.0,2.7,41, 78.5 , 2.4 ,50.0,71.9,2.1
Brooklyn,25.0,12.0,3335858.0,Brooklyn Bridge Base Warehouse,DOT, 31 , 96.5 ,3.3,11,138.3,5.5,35, 87.5 , 2.9 ,48.0,76.4,2.2
Brooklyn,99999.0,9999.0,9999999.0,Clay Street Storage,DOT, 12 , 111.9 ,2.9,15,102.1,2.6,18, 92.0 , 2.4 ,31.0,78.5,2.0
Bronx,4074.0,1.0,2044091.0,DOT Bronx Borough Commissioners Office,DOT, 87 , 119.9 ,3.6,84,125.2,4.0,86, 119.1 , 3.9 ,78.0,140.2,4.7
Queens,417.0,2.0,4005022.0,Office,DOT, 66 , 213.5 ,5.5,58,230.5,6.0,48, 254.5 , 6.6 ,54.0,244.5,6.3
Brooklyn,2454.0,1.0,3335965.0,Offices,DOT, 64 , 143.9 ,3.7,53,159.5,4.1,50, 161.8 , 4.2 ,51.0,164.6,4.3
Brooklyn,99999.0,9999.0,9999999.0,Offices & Storage,DOT, 50 , 173.7 ,4.5,80,115.4,3.0,84, 106.9 , 2.8 ,98.0,65.8,1.7
Manhattan,1111.0,1.0,1083811.0,Arsenal Building,DPR, 1 , 659.6 ,40.0,1,733.4,46.3,1, 680.3 , 42.0 ,1.0,731.8,46.6
Bronx,4333.0,1.0,2101004.0,Bronx Parks Headquarters & Shops - Ranaqua,DPR, 33 , 278.3 ,11.3,37,263.5,11.1,57, 212.3 , 8.6 ,45.0,245.2,10.2
Queens,2018.0,500.0,4865518.0,Olmsted Center,DPR, 30 , 284.1 ,8.8,18,322.4,10.7,19, 315.5 , 10.5 ,15.0,339.7,10.8
Bronx,5650.0,1.0,2097423.0,Orchard Beach Administration Building,DPR, 1 , 408.4 ,12.4,3,363.3,11.3,2, 376.1 , 11.0 ,1.0,430.1,13.2
Manhattan,29.0,73.0,1000850.0,Administrative Offices,DSNY, 36 , 273.1 ,9.1,60,208.0,8.3,76, 167.0 , 6.8 ,64.0,198.1,8.8
Brooklyn,4555.0,1.0,3099064.0,Brooklyn Lot Cleaning and Salt Shed,DSNY, 99 , 22.6 ,0.6,99,21.9,0.6,99, 22.8 , 0.7 ,96.0,31.9,1.2
Brooklyn,2508.0,1.0,3064006.0,DSNY Warehouse,DSNY, 1 , 358.0 ,10.2,1,448.6,14.9,1, 345.9 , 11.2 ,1.0,461.4,15.2
Manhattan,676.0,3.0,1085462.0,Manhattan 6 Vehicle Storage & Fueling,DSNY, 100 , 31.0 ,1.2,100,31.2,1.2,100, 30.9 , 1.2 ,100.0,22.0,0.7
Manhattan,1567.0,13.0,1050581.0,Manhattan Borough Office,DSNY, 71 , 117.3 ,3.0,69,117.7,3.1,11, 234.6 , 11.4 ,17.0,217.3,10.3
Manhattan,274.0,6.0,1079605.0,Print Shop and Storage,DSNY, 81 , 38.9 ,1.4,82,36.9,1.3,89, 28.7 , 1.0 ,89.0,30.4,1.2
Manhattan,792.0,53.0,1014588.0,Section Station 5; Env. Police; BWD Export,DSNY, 100 , 32.7 ,0.8,100,32.3,0.8,99, 46.9 , 1.8 ,99.0,52.5,2.2
Manhattan,2124.0,43.0,1087469.0,Audubon Building,EDC, 99 , 83.5 ,3.1,91,128.5,5.4,97, 98.6 , 3.8 ,100.0,47.4,1.2
Bronx,3247.0,2.0,2098782.0,Kingsbridge Armory,EDC, 100 , 7.5 ,0.2,100,8.8,0.2,100, 8.0 , 0.2 ,100.0,8.8,0.2
Brooklyn,335.0,10.0,3004233.0,Communications Garage,FDNY, 1 , 237.9 ,10.8,1,226.6,10.3,1, 203.4 , 9.0 ,1.0,198.5,8.7
Manhattan,2060.0,1.0,1061339.0,Lower Washington Heights NFCC Clinic,HHC, 16 , 371.2 ,13.5,14,360.9,13.1,13, 364.2 , 13.2 ,13.0,371.4,13.6
Brooklyn,2047.0,11.0,3058187.0,Fire Headquarters,FDNY, 30 , 323.6 ,8.4,30,319.2,8.3,30, 316.0 , 8.2 ,32.0,311.7,8.1
Brooklyn,819.0,1.0,3255737.0,Fire Marshalls,FDNY, 1 , 754.2 ,21.1,1,694.1,19.5,1, 647.6 , 17.9 ,1.0,734.9,21.1
Brooklyn,1751.0,25.0,3329636.0,Bedford Stuyvesant Alcohol Treatment Center,HHC, 23 , 273.7 ,8.8,6,348.6,11.1,9, 318.2 , 10.0 ,16.0,281.1,9.0
Manhattan,962.0,100.0,1086515.0,Bellevue Hospital Center Campus: Bellevue Hospital Center,HHC, 35 , 471.8 ,20.9,27,484.5,21.5,49, 433.1 , 19.0 ,57.0,412.7,17.9
Manhattan,1373.0,50.0,1040750.0,Coler-Goldwater Hospital Campus: Coler Campus,HHC, 55 , 426.1 ,22.6,55,418.0,22.3,74, 377.3 , 19.9 ,80.0,358.6,20.4
Manhattan,1373.0,20.0,1085548.0,Coler-Goldwater Hospital Campus: Hospital,HHC, 55 , 426.1 ,22.6,55,418.0,22.3,74, 377.3 , 19.9 ,80.0,358.6,20.4
Brooklyn,7239.0,1.0,3337274.0,Coney Island Hospital,HHC, 100 , 220.0 ,5.7,97,289.5,11.0,89, 329.2 , 14.3 ,95.0,300.4,10.5
Brooklyn,2039.0,101.0,3251647.0,Cumberland Diagnostic & Treatment Center,HHC, 59 , 294.4 ,7.6,43,347.5,11.9,17, 448.3 , 19.3 ,13.0,492.0,22.5
Brooklyn,3738.0,15.0,3083929.0,East New York Diagnostic & Treatment Center,HHC, 24 , 323.6 ,11.8,24,314.7,11.6,21, 315.3 , 11.5 ,35.0,284.1,10.3
Queens,1489.0,38.0,4036814.0,Elmhurst Hospital Campus: DOC Sample Building,HHC, 93 , 317.4 ,10.3,92,316.7,10.3,95, 304.2 , 9.6 ,88.0,331.7,12.1
Queens,1500.0,2.0,4437132.0,Elmhurst Hospital Campus: Elmhurst Hospital Center,HHC, 93 , 317.4 ,10.3,92,316.7,10.3,95, 304.2 , 9.6 ,88.0,331.7,12.1
Queens,1489.0,35.0,4529559.0,Elmhurst Hospital Campus: Employee Health Office,HHC, 93 , 317.4 ,10.3,92,316.7,10.3,95, 304.2 , 9.6 ,88.0,331.7,12.1
Queens,1497.0,1.0,4037028.0,Elmhurst Hospital Campus: Hope Pavilion,HHC, 93 , 317.4 ,10.3,92,316.7,10.3,95, 304.2 , 9.6 ,88.0,331.7,12.1
Queens,1500.0,2.0,9999999.0,Elmhurst Hospital Campus: Parking Garage,HHC, 93 , 317.4 ,10.3,92,316.7,10.3,95, 304.2 , 9.6 ,88.0,331.7,12.1
Queens,1500.0,2.0,4539651.0,Elmhurst Hospital Campus: Women's Health Pavilion,HHC, 93 , 317.4 ,10.3,92,316.7,10.3,95, 304.2 , 9.6 ,88.0,331.7,12.1
Manhattan,1734.0,1.0,1082167.0,Harlem Hospital Campus: Harlem Hospital K Building,HHC, 52 , 433.2 ,15.5,27,490.3,17.7,13, 546.2 , 19.2 ,11.0,555.3,20.0
Manhattan,1734.0,1.0,1082172.0,Harlem Hospital Campus: Harlem Hospital Ron Brown Pavilion,HHC, 52 , 433.2 ,15.5,27,490.3,17.7,13, 546.2 , 19.2 ,11.0,555.3,20.0
Manhattan,1734.0,1.0,1082170.0,Harlem Hospital Campus: Harlem Hospital Women's Pavilion,HHC, 52 , 433.2 ,15.5,27,490.3,17.7,13, 546.2 , 19.2 ,11.0,555.3,20.0
Manhattan,1733.0,1.0,1053899.0,Harlem Hospital Campus: Martin Luther King Pavilion,HHC, 52 , 433.2 ,15.5,27,490.3,17.7,13, 546.2 , 19.2 ,11.0,555.3,20.0
Manhattan,70.0,43.0,1001135.0,HHC Central Office,HHC, 93 , 129.0 ,3.3,91,133.6,3.5,94, 120.9 , 3.1 ,95.0,116.4,3.0
Bronx,4205.0,1.0,2097551.0,Jacobi Medical Cntr Campus: Bronx Municipal Hospital,HHC, 82 , 358.3 ,12.5,79,359.4,12.7,85, 344.2 , 11.9 ,81.0,353.1,12.4
Bronx,4205.0,1.0,2097550.0,Jacobi Medical Cntr Campus: Bronx Municipal Hospital Jacobi,HHC, 82 , 358.3 ,12.5,79,359.4,12.7,85, 344.2 , 11.9 ,81.0,353.1,12.4
Bronx,4205.0,1.0,2097551.0,Jacobi Medical Cntr Campus: Bronx Municipal Hospital Seminole,HHC, 82 , 358.3 ,12.5,79,359.4,12.7,85, 344.2 , 11.9 ,81.0,353.1,12.4
Brooklyn,4829.0,1.0,3327720.0,Kings County Hospital Campus: Bldg  Z - Powerhouse,HHC, 32 , 470.4 ,17.7,42,443.2,16.4,70, 380.2 , 13.5 ,61.0,396.3,14.5
Brooklyn,4812.0,1.0,9999999.0,Kings County Hospital Campus: Building K-5,HHC, 32 , 470.4 ,17.7,42,443.2,16.4,70, 380.2 , 13.5 ,61.0,396.3,14.5
Brooklyn,4829.0,1.0,3327718.0,Kings County Hospital Campus: Building R,HHC, 32 , 470.4 ,17.7,42,443.2,16.4,70, 380.2 , 13.5 ,61.0,396.3,14.5
